areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
nation,Scotland,S92000003,2020-07-23,2,6001
nation,Scotland,S92000003,2020-07-22,1,5999
nation,Scotland,S92000003,2020-07-21,0,5998
nation,Scotland,S92000003,2020-07-20,0,5998
nation,Scotland,S92000003,2020-07-19,2,5998
nation,Scotland,S92000003,2020-07-18,1,5996
nation,Scotland,S92000003,2020-07-17,3,5995
nation,Scotland,S92000003,2020-07-16,3,5992
nation,Scotland,S92000003,2020-07-15,1,5989
nation,Scotland,S92000003,2020-07-14,0,5988
nation,Scotland,S92000003,2020-07-13,1,5988
nation,Scotland,S92000003,2020-07-12,1,5987
nation,Scotland,S92000003,2020-07-11,3,5986
nation,Scotland,S92000003,2020-07-10,4,5983
nation,Scotland,S92000003,2020-07-09,0,5979
nation,Scotland,S92000003,2020-07-08,1,5979
nation,Scotland,S92000003,2020-07-07,1,5978
nation,Scotland,S92000003,2020-07-06,3,5977
nation,Scotland,S92000003,2020-07-05,2,5974
nation,Scotland,S92000003,2020-07-04,1,5972
nation,Scotland,S92000003,2020-07-03,1,5971
nation,Scotland,S92000003,2020-07-02,2,5970
nation,Scotland,S92000003,2020-07-01,4,5968
nation,Scotland,S92000003,2020-06-30,0,5964
nation,Scotland,S92000003,2020-06-29,2,5964
nation,Scotland,S92000003,2020-06-28,3,5962
nation,Scotland,S92000003,2020-06-27,4,5959
nation,Scotland,S92000003,2020-06-26,1,5955
nation,Scotland,S92000003,2020-06-25,2,5954
nation,Scotland,S92000003,2020-06-24,3,5952
nation,Scotland,S92000003,2020-06-23,4,5949
nation,Scotland,S92000003,2020-06-22,7,5945
nation,Scotland,S92000003,2020-06-21,1,5938
nation,Scotland,S92000003,2020-06-20,2,5937
nation,Scotland,S92000003,2020-06-19,4,5935
nation,Scotland,S92000003,2020-06-18,3,5931
nation,Scotland,S92000003,2020-06-17,6,5928
nation,Scotland,S92000003,2020-06-16,5,5922
nation,Scotland,S92000003,2020-06-15,7,5917
nation,Scotland,S92000003,2020-06-14,6,5910
nation,Scotland,S92000003,2020-06-13,4,5904
nation,Scotland,S92000003,2020-06-12,2,5900
nation,Scotland,S92000003,2020-06-11,7,5898
nation,Scotland,S92000003,2020-06-10,7,5891
nation,Scotland,S92000003,2020-06-09,4,5884
nation,Scotland,S92000003,2020-06-08,3,5880
nation,Scotland,S92000003,2020-06-07,7,5877
nation,Scotland,S92000003,2020-06-06,5,5870
nation,Scotland,S92000003,2020-06-05,9,5865
nation,Scotland,S92000003,2020-06-04,7,5856
nation,Scotland,S92000003,2020-06-03,9,5849
nation,Scotland,S92000003,2020-06-02,5,5840
nation,Scotland,S92000003,2020-06-01,7,5835
nation,Scotland,S92000003,2020-05-31,10,5828
nation,Scotland,S92000003,2020-05-30,4,5818
nation,Scotland,S92000003,2020-05-29,10,5814
nation,Scotland,S92000003,2020-05-28,6,5804
nation,Scotland,S92000003,2020-05-27,11,5798
nation,Scotland,S92000003,2020-05-26,14,5787
nation,Scotland,S92000003,2020-05-25,13,5773
nation,Scotland,S92000003,2020-05-24,8,5760
nation,Scotland,S92000003,2020-05-23,14,5752
nation,Scotland,S92000003,2020-05-22,15,5738
nation,Scotland,S92000003,2020-05-21,13,5723
nation,Scotland,S92000003,2020-05-20,18,5710
nation,Scotland,S92000003,2020-05-19,13,5692
nation,Scotland,S92000003,2020-05-18,28,5679
nation,Scotland,S92000003,2020-05-17,9,5651
nation,Scotland,S92000003,2020-05-16,18,5642
nation,Scotland,S92000003,2020-05-15,31,5624
nation,Scotland,S92000003,2020-05-14,27,5593
nation,Scotland,S92000003,2020-05-13,26,5566
nation,Scotland,S92000003,2020-05-12,37,5540
nation,Scotland,S92000003,2020-05-11,33,5503
nation,Scotland,S92000003,2020-05-10,27,5470
nation,Scotland,S92000003,2020-05-09,20,5443
nation,Scotland,S92000003,2020-05-08,32,5423
nation,Scotland,S92000003,2020-05-07,36,5391
nation,Scotland,S92000003,2020-05-06,46,5355
nation,Scotland,S92000003,2020-05-05,40,5309
nation,Scotland,S92000003,2020-05-04,53,5269
nation,Scotland,S92000003,2020-05-03,39,5216
nation,Scotland,S92000003,2020-05-02,46,5177
nation,Scotland,S92000003,2020-05-01,56,5131
nation,Scotland,S92000003,2020-04-30,57,5075
nation,Scotland,S92000003,2020-04-29,49,5018
nation,Scotland,S92000003,2020-04-28,72,4969
nation,Scotland,S92000003,2020-04-27,77,4897
nation,Scotland,S92000003,2020-04-26,39,4820
nation,Scotland,S92000003,2020-04-25,43,4781
nation,Scotland,S92000003,2020-04-24,92,4738
nation,Scotland,S92000003,2020-04-23,67,4646
nation,Scotland,S92000003,2020-04-22,64,4579
nation,Scotland,S92000003,2020-04-21,70,4515
nation,Scotland,S92000003,2020-04-20,68,4445
nation,Scotland,S92000003,2020-04-19,58,4377
nation,Scotland,S92000003,2020-04-18,74,4319
nation,Scotland,S92000003,2020-04-17,109,4245
nation,Scotland,S92000003,2020-04-16,97,4136
nation,Scotland,S92000003,2020-04-15,98,4039
nation,Scotland,S92000003,2020-04-14,101,3941
nation,Scotland,S92000003,2020-04-13,102,3840
nation,Scotland,S92000003,2020-04-12,85,3738
nation,Scotland,S92000003,2020-04-11,79,3653
nation,Scotland,S92000003,2020-04-10,118,3574
nation,Scotland,S92000003,2020-04-09,129,3456
nation,Scotland,S92000003,2020-04-08,158,3327
nation,Scotland,S92000003,2020-04-07,171,3169
nation,Scotland,S92000003,2020-04-06,202,2998
nation,Scotland,S92000003,2020-04-05,160,2796
nation,Scotland,S92000003,2020-04-04,153,2636
nation,Scotland,S92000003,2020-04-03,212,2483
nation,Scotland,S92000003,2020-04-02,168,2271
nation,Scotland,S92000003,2020-04-01,214,2103
nation,Scotland,S92000003,2020-03-31,184,1889
nation,Scotland,S92000003,2020-03-30,191,1705
nation,Scotland,S92000003,2020-03-29,137,1514
nation,Scotland,S92000003,2020-03-28,155,1377
nation,Scotland,S92000003,2020-03-27,146,1222
nation,Scotland,S92000003,2020-03-26,155,1076
nation,Scotland,S92000003,2020-03-25,122,921
nation,Scotland,S92000003,2020-03-24,97,799
nation,Scotland,S92000003,2020-03-23,95,702
nation,Scotland,S92000003,2020-03-22,52,607
nation,Scotland,S92000003,2020-03-21,62,555
nation,Scotland,S92000003,2020-03-20,72,493
nation,Scotland,S92000003,2020-03-19,42,421
nation,Scotland,S92000003,2020-03-18,43,379
nation,Scotland,S92000003,2020-03-17,42,336
nation,Scotland,S92000003,2020-03-16,31,294
nation,Scotland,S92000003,2020-03-15,17,263
nation,Scotland,S92000003,2020-03-14,22,246
nation,Scotland,S92000003,2020-03-13,25,224
nation,Scotland,S92000003,2020-03-12,24,199
nation,Scotland,S92000003,2020-03-11,27,175
nation,Scotland,S92000003,2020-03-10,30,148
nation,Scotland,S92000003,2020-03-09,19,118
nation,Scotland,S92000003,2020-03-08,11,99
nation,Scotland,S92000003,2020-03-07,9,88
nation,Scotland,S92000003,2020-03-06,21,79
nation,Scotland,S92000003,2020-03-05,19,58
nation,Scotland,S92000003,2020-03-04,10,39
nation,Scotland,S92000003,2020-03-03,13,29
nation,Scotland,S92000003,2020-03-02,11,16
nation,Scotland,S92000003,2020-03-01,5,5
nation,Wales,W92000004,2021-01-12,147,25595
nation,Wales,W92000004,2021-01-11,84,25448
nation,Wales,W92000004,2021-01-10,95,25364
nation,Wales,W92000004,2021-01-09,140,25269
nation,Wales,W92000004,2021-01-08,142,25129
nation,Wales,W92000004,2021-01-07,159,24987
nation,Wales,W92000004,2021-01-06,144,24828
nation,Wales,W92000004,2021-01-05,146,24684
nation,Wales,W92000004,2021-01-04,86,24538
nation,Wales,W92000004,2021-01-03,86,24452
nation,Wales,W92000004,2021-01-02,85,24366
nation,Wales,W92000004,2021-01-01,154,24281
nation,Wales,W92000004,2020-12-31,141,24127
nation,Wales,W92000004,2020-12-30,164,23986
nation,Wales,W92000004,2020-12-29,136,23822
nation,Wales,W92000004,2020-12-28,125,23686
nation,Wales,W92000004,2020-12-27,97,23561
nation,Wales,W92000004,2020-12-26,73,23464
nation,Wales,W92000004,2020-12-25,106,23391
nation,Wales,W92000004,2020-12-24,146,23285
nation,Wales,W92000004,2020-12-23,143,23139
nation,Wales,W92000004,2020-12-22,124,22996
nation,Wales,W92000004,2020-12-21,92,22872
nation,Wales,W92000004,2020-12-20,90,22780
nation,Wales,W92000004,2020-12-19,107,22690
nation,Wales,W92000004,2020-12-18,119,22583
nation,Wales,W92000004,2020-12-17,128,22464
nation,Wales,W92000004,2020-12-16,131,22336
nation,Wales,W92000004,2020-12-15,88,22205
nation,Wales,W92000004,2020-12-14,67,22117
nation,Wales,W92000004,2020-12-13,64,22050
nation,Wales,W92000004,2020-12-12,102,21986
nation,Wales,W92000004,2020-12-11,117,21884
nation,Wales,W92000004,2020-12-10,105,21767
nation,Wales,W92000004,2020-12-09,76,21662
nation,Wales,W92000004,2020-12-08,98,21586
nation,Wales,W92000004,2020-12-07,63,21488
nation,Wales,W92000004,2020-12-06,62,21425
nation,Wales,W92000004,2020-12-05,81,21363
nation,Wales,W92000004,2020-12-04,58,21282
nation,Wales,W92000004,2020-12-03,50,21224
nation,Wales,W92000004,2020-12-02,84,21174
nation,Wales,W92000004,2020-12-01,102,21090
nation,Wales,W92000004,2020-11-30,62,20988
nation,Wales,W92000004,2020-11-29,73,20926
nation,Wales,W92000004,2020-11-28,66,20853
nation,Wales,W92000004,2020-11-27,86,20787
nation,Wales,W92000004,2020-11-26,93,20701
nation,Wales,W92000004,2020-11-25,70,20608
nation,Wales,W92000004,2020-11-24,78,20538
nation,Wales,W92000004,2020-11-23,71,20460
nation,Wales,W92000004,2020-11-22,62,20389
nation,Wales,W92000004,2020-11-21,84,20327
nation,Wales,W92000004,2020-11-20,77,20243
nation,Wales,W92000004,2020-11-19,67,20166
nation,Wales,W92000004,2020-11-18,80,20099
nation,Wales,W92000004,2020-11-17,72,20019
nation,Wales,W92000004,2020-11-16,71,19947
nation,Wales,W92000004,2020-11-15,69,19876
nation,Wales,W92000004,2020-11-14,89,19807
nation,Wales,W92000004,2020-11-13,74,19718
nation,Wales,W92000004,2020-11-12,100,19644
nation,Wales,W92000004,2020-11-11,95,19544
nation,Wales,W92000004,2020-11-10,104,19449
nation,Wales,W92000004,2020-11-09,64,19345
nation,Wales,W92000004,2020-11-08,75,19281
nation,Wales,W92000004,2020-11-07,112,19206
nation,Wales,W92000004,2020-11-06,82,19094
nation,Wales,W92000004,2020-11-05,102,19012
nation,Wales,W92000004,2020-11-04,129,18910
nation,Wales,W92000004,2020-11-03,104,18781
nation,Wales,W92000004,2020-11-02,75,18677
nation,Wales,W92000004,2020-11-01,76,18602
nation,Wales,W92000004,2020-10-31,80,18526
nation,Wales,W92000004,2020-10-30,97,18446
nation,Wales,W92000004,2020-10-29,86,18349
nation,Wales,W92000004,2020-10-28,83,18263
nation,Wales,W92000004,2020-10-27,114,18180
nation,Wales,W92000004,2020-10-26,76,18066
nation,Wales,W92000004,2020-10-25,78,17990
nation,Wales,W92000004,2020-10-24,98,17912
nation,Wales,W92000004,2020-10-23,123,17814
nation,Wales,W92000004,2020-10-22,107,17691
nation,Wales,W92000004,2020-10-21,92,17584
nation,Wales,W92000004,2020-10-20,77,17492
nation,Wales,W92000004,2020-10-19,60,17415
nation,Wales,W92000004,2020-10-18,88,17355
nation,Wales,W92000004,2020-10-17,112,17267
nation,Wales,W92000004,2020-10-16,105,17155
nation,Wales,W92000004,2020-10-15,102,17050
nation,Wales,W92000004,2020-10-14,123,16948
nation,Wales,W92000004,2020-10-13,98,16825
nation,Wales,W92000004,2020-10-12,86,16727
nation,Wales,W92000004,2020-10-11,79,16641
nation,Wales,W92000004,2020-10-10,103,16562
nation,Wales,W92000004,2020-10-09,60,16459
nation,Wales,W92000004,2020-10-08,76,16399
nation,Wales,W92000004,2020-10-07,85,16323
nation,Wales,W92000004,2020-10-06,80,16238
nation,Wales,W92000004,2020-10-05,59,16158
nation,Wales,W92000004,2020-10-04,92,16099
nation,Wales,W92000004,2020-10-03,79,16007
nation,Wales,W92000004,2020-10-02,94,15928
nation,Wales,W92000004,2020-10-01,79,15834
nation,Wales,W92000004,2020-09-30,61,15755
nation,Wales,W92000004,2020-09-29,90,15694
nation,Wales,W92000004,2020-09-28,71,15604
nation,Wales,W92000004,2020-09-27,56,15533
nation,Wales,W92000004,2020-09-26,61,15477
nation,Wales,W92000004,2020-09-25,67,15416
nation,Wales,W92000004,2020-09-24,94,15349
nation,Wales,W92000004,2020-09-23,70,15255
nation,Wales,W92000004,2020-09-22,43,15185
nation,Wales,W92000004,2020-09-21,59,15142
nation,Wales,W92000004,2020-09-20,28,15083
nation,Wales,W92000004,2020-09-19,34,15055
nation,Wales,W92000004,2020-09-18,41,15021
nation,Wales,W92000004,2020-09-17,42,14980
nation,Wales,W92000004,2020-09-16,65,14938
nation,Wales,W92000004,2020-09-15,53,14873
nation,Wales,W92000004,2020-09-14,59,14820
nation,Wales,W92000004,2020-09-13,55,14761
nation,Wales,W92000004,2020-09-12,55,14706
nation,Wales,W92000004,2020-09-11,70,14651
nation,Wales,W92000004,2020-09-10,49,14581
nation,Wales,W92000004,2020-09-09,56,14532
nation,Wales,W92000004,2020-09-08,65,14476
nation,Wales,W92000004,2020-09-07,46,14411
nation,Wales,W92000004,2020-09-06,42,14365
nation,Wales,W92000004,2020-09-05,27,14323
nation,Wales,W92000004,2020-09-04,69,14296
nation,Wales,W92000004,2020-09-03,70,14227
nation,Wales,W92000004,2020-09-02,59,14157
nation,Wales,W92000004,2020-09-01,69,14098
nation,Wales,W92000004,2020-08-31,29,14029
nation,Wales,W92000004,2020-08-30,33,14000
nation,Wales,W92000004,2020-08-29,52,13967
nation,Wales,W92000004,2020-08-28,83,13915
nation,Wales,W92000004,2020-08-27,70,13832
nation,Wales,W92000004,2020-08-26,69,13762
nation,Wales,W92000004,2020-08-25,49,13693
nation,Wales,W92000004,2020-08-24,36,13644
nation,Wales,W92000004,2020-08-23,26,13608
nation,Wales,W92000004,2020-08-22,39,13582
nation,Wales,W92000004,2020-08-21,54,13543
nation,Wales,W92000004,2020-08-20,39,13489
nation,Wales,W92000004,2020-08-19,45,13450
nation,Wales,W92000004,2020-08-18,63,13405
nation,Wales,W92000004,2020-08-17,38,13342
nation,Wales,W92000004,2020-08-16,37,13304
nation,Wales,W92000004,2020-08-15,52,13267
nation,Wales,W92000004,2020-08-14,39,13215
nation,Wales,W92000004,2020-08-13,63,13176
nation,Wales,W92000004,2020-08-12,45,13113
nation,Wales,W92000004,2020-08-11,47,13068
nation,Wales,W92000004,2020-08-10,31,13021
nation,Wales,W92000004,2020-08-09,51,12990
nation,Wales,W92000004,2020-08-08,55,12939
nation,Wales,W92000004,2020-08-07,53,12884
nation,Wales,W92000004,2020-08-06,45,12831
nation,Wales,W92000004,2020-08-05,74,12786
nation,Wales,W92000004,2020-08-04,65,12712
nation,Wales,W92000004,2020-08-03,29,12647
nation,Wales,W92000004,2020-08-02,35,12618
nation,Wales,W92000004,2020-08-01,73,12583
nation,Wales,W92000004,2020-07-31,54,12510
nation,Wales,W92000004,2020-07-30,53,12456
nation,Wales,W92000004,2020-07-29,64,12403
nation,Wales,W92000004,2020-07-28,49,12339
nation,Wales,W92000004,2020-07-27,43,12290
nation,Wales,W92000004,2020-07-26,45,12247
nation,Wales,W92000004,2020-07-25,48,12202
nation,Wales,W92000004,2020-07-24,61,12154
nation,Wales,W92000004,2020-07-23,88,12093
nation,Wales,W92000004,2020-07-22,72,12005
nation,Wales,W92000004,2020-07-21,46,11933
nation,Wales,W92000004,2020-07-20,43,11887
nation,Wales,W92000004,2020-07-19,51,11844
nation,Wales,W92000004,2020-07-18,54,11793
nation,Wales,W92000004,2020-07-17,59,11739
nation,Wales,W92000004,2020-07-16,48,11680
nation,Wales,W92000004,2020-07-15,48,11632
nation,Wales,W92000004,2020-07-14,63,11584
nation,Wales,W92000004,2020-07-13,50,11521
nation,Wales,W92000004,2020-07-12,41,11471
nation,Wales,W92000004,2020-07-11,76,11430
nation,Wales,W92000004,2020-07-10,68,11354
nation,Wales,W92000004,2020-07-09,75,11286
nation,Wales,W92000004,2020-07-08,63,11211
nation,Wales,W92000004,2020-07-07,64,11148
nation,Wales,W92000004,2020-07-06,50,11084
nation,Wales,W92000004,2020-07-05,63,11034
nation,Wales,W92000004,2020-07-04,78,10971
nation,Wales,W92000004,2020-07-03,65,10893
nation,Wales,W92000004,2020-07-02,64,10828
nation,Wales,W92000004,2020-07-01,66,10764
nation,Wales,W92000004,2020-06-30,104,10698
nation,Wales,W92000004,2020-06-29,46,10594
nation,Wales,W92000004,2020-06-28,47,10548
nation,Wales,W92000004,2020-06-27,74,10501
nation,Wales,W92000004,2020-06-26,88,10427
nation,Wales,W92000004,2020-06-25,64,10339
nation,Wales,W92000004,2020-06-24,101,10275
nation,Wales,W92000004,2020-06-23,79,10174
nation,Wales,W92000004,2020-06-22,67,10095
nation,Wales,W92000004,2020-06-21,68,10028
nation,Wales,W92000004,2020-06-20,68,9960
nation,Wales,W92000004,2020-06-19,78,9892
nation,Wales,W92000004,2020-06-18,87,9814
nation,Wales,W92000004,2020-06-17,91,9727
nation,Wales,W92000004,2020-06-16,95,9636
nation,Wales,W92000004,2020-06-15,68,9541
nation,Wales,W92000004,2020-06-14,52,9473
nation,Wales,W92000004,2020-06-13,114,9421
nation,Wales,W92000004,2020-06-12,90,9307
nation,Wales,W92000004,2020-06-11,104,9217
nation,Wales,W92000004,2020-06-10,97,9113
nation,Wales,W92000004,2020-06-09,84,9016
nation,Wales,W92000004,2020-06-08,59,8932
nation,Wales,W92000004,2020-06-07,76,8873
nation,Wales,W92000004,2020-06-06,92,8797
nation,Wales,W92000004,2020-06-05,82,8705
nation,Wales,W92000004,2020-06-04,97,8623
nation,Wales,W92000004,2020-06-03,131,8526
nation,Wales,W92000004,2020-06-02,106,8395
nation,Wales,W92000004,2020-06-01,73,8289
nation,Wales,W92000004,2020-05-31,68,8216
nation,Wales,W92000004,2020-05-30,93,8148
nation,Wales,W92000004,2020-05-29,99,8055
nation,Wales,W92000004,2020-05-28,120,7956
nation,Wales,W92000004,2020-05-27,106,7836
nation,Wales,W92000004,2020-05-26,96,7730
nation,Wales,W92000004,2020-05-25,82,7634
nation,Wales,W92000004,2020-05-24,78,7552
nation,Wales,W92000004,2020-05-23,121,7474
nation,Wales,W92000004,2020-05-22,81,7353
nation,Wales,W92000004,2020-05-21,105,7272
nation,Wales,W92000004,2020-05-20,95,7167
nation,Wales,W92000004,2020-05-19,105,7072
nation,Wales,W92000004,2020-05-18,77,6967
nation,Wales,W92000004,2020-05-17,98,6890
nation,Wales,W92000004,2020-05-16,117,6792
nation,Wales,W92000004,2020-05-15,88,6675
nation,Wales,W92000004,2020-05-14,105,6587
nation,Wales,W92000004,2020-05-13,119,6482
nation,Wales,W92000004,2020-05-12,92,6363
nation,Wales,W92000004,2020-05-11,108,6271
nation,Wales,W92000004,2020-05-10,114,6163
nation,Wales,W92000004,2020-05-09,106,6049
nation,Wales,W92000004,2020-05-08,127,5943
nation,Wales,W92000004,2020-05-07,119,5816
nation,Wales,W92000004,2020-05-06,103,5697
nation,Wales,W92000004,2020-05-05,136,5594
nation,Wales,W92000004,2020-05-04,121,5458
nation,Wales,W92000004,2020-05-03,94,5337
nation,Wales,W92000004,2020-05-02,142,5243
nation,Wales,W92000004,2020-05-01,107,5101
nation,Wales,W92000004,2020-04-30,132,4994
nation,Wales,W92000004,2020-04-29,127,4862
nation,Wales,W92000004,2020-04-28,139,4735
nation,Wales,W92000004,2020-04-27,95,4596
nation,Wales,W92000004,2020-04-26,97,4501
nation,Wales,W92000004,2020-04-25,112,4404
nation,Wales,W92000004,2020-04-24,135,4292
nation,Wales,W92000004,2020-04-23,134,4157
nation,Wales,W92000004,2020-04-22,127,4023
nation,Wales,W92000004,2020-04-21,117,3896
nation,Wales,W92000004,2020-04-20,114,3779
nation,Wales,W92000004,2020-04-19,102,3665
nation,Wales,W92000004,2020-04-18,129,3563
nation,Wales,W92000004,2020-04-17,151,3434
nation,Wales,W92000004,2020-04-16,104,3283
nation,Wales,W92000004,2020-04-15,151,3179
nation,Wales,W92000004,2020-04-14,106,3028
nation,Wales,W92000004,2020-04-13,130,2922
nation,Wales,W92000004,2020-04-12,168,2792
nation,Wales,W92000004,2020-04-11,106,2624
nation,Wales,W92000004,2020-04-10,129,2518
nation,Wales,W92000004,2020-04-09,126,2389
nation,Wales,W92000004,2020-04-08,158,2263
nation,Wales,W92000004,2020-04-07,196,2105
nation,Wales,W92000004,2020-04-06,123,1909
nation,Wales,W92000004,2020-04-05,134,1786
nation,Wales,W92000004,2020-04-04,134,1652
nation,Wales,W92000004,2020-04-03,110,1518
nation,Wales,W92000004,2020-04-02,139,1408
nation,Wales,W92000004,2020-04-01,207,1269
nation,Wales,W92000004,2020-03-31,158,1062
nation,Wales,W92000004,2020-03-30,147,904
nation,Wales,W92000004,2020-03-29,133,757
nation,Wales,W92000004,2020-03-28,126,624
nation,Wales,W92000004,2020-03-27,118,498
nation,Wales,W92000004,2020-03-26,107,380
nation,Wales,W92000004,2020-03-25,178,273
nation,Wales,W92000004,2020-03-24,63,95
nation,Wales,W92000004,2020-03-23,32,32
